headings_match,orig_header,aLabel,vLabel,lcsh_type,token,rdftypes,talk_title,talk_time,url,is_speaker,display_name
True,"Rosen, Jeffrey, 1964-","Rosen, Jeffrey, 1964-",,PersonalName,n99281873,PersonalName|SimpleType|Name|Authority,The Silver Bullet: Protecting Privacy and Security Through Law and Technology,2004-04-24T11:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rosen%2C%20Jeffrey%2C%201964-,TRUE,Jeffrey Rosen
True,"Allen, Anita L., 1953-","Allen, Anita L., 1953-",,PersonalName,n87875521,PersonalName|SimpleType|Name|Authority,Face to Face with It: Privacies of Health,2004-04-24T12:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Allen%2C%20Anita%20L.%2C%201953-,TRUE,Anita L. Allen
True,"Ronda, James P., 1943-","Ronda, James P., 1943-",,PersonalName,n78030635,PersonalName|SimpleType|Name|Authority,"""To Acquire What Knolege Your Can"": Thomas Jefferson Defines Western Exploration",2004-11-12T08:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Ronda%2C%20James%20P.%2C%201943-,TRUE,James P. Ronda
True,"Allen, John Logan, 1941-","Allen, John Logan, 1941-",,PersonalName,n89643589,PersonalName|SimpleType|Name|Authority,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12T09:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Allen%2C%20John%20Logan%2C%201941-,TRUE,John Logan Allen
True,"Oberg, Barbara","Oberg, Barbara","Oberg, Barbara B.",PersonalName,n81083506,PersonalName|SimpleType|Name|Authority,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12T09:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Oberg%2C%20Barbara,TRUE,Barbara Oberg
True,"Sandweiss, Martha A.","Sandweiss, Martha A.",,PersonalName,n78053343,PersonalName|SimpleType|Name|Authority,Picturing the Nineteenth-Century West,2004-11-12T10:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Sandweiss%2C%20Martha%20A.,TRUE,Martha A. Sandweiss
False,"Grunsfeld, John Mace","Grunsfeld, John Mace, 1958-",,PersonalName,nb2017004412,PersonalName|SimpleType|Name|Authority,"Earth, Moon, Mars and Beyond: The Future of Space Exploration",2004-11-12T11:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Grunsfeld%2C%20John%20Mace,TRUE,John Mace Grunsfeld
False,"Ivins, Marsha",,,PersonalName,,,"Earth, Moon, Mars and Beyond: The Future of Space Exploration",2004-11-12T11:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Ivins%2C%20Marsha,TRUE,Marsha Ivins
True,"Lederman, Leon M.","Lederman, Leon M.",,PersonalName,n88265847,PersonalName|SimpleType|Name|Authority,The Future of High Energy Physics,2004-11-12T12:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Lederman%2C%20Leon%20M.,TRUE,Leon Lederman
True,"Nussbaum, Martha C. (Martha Craven), 1947-","Nussbaum, Martha C. (Martha Craven), 1947-",,PersonalName,n78028978,PersonalName|SimpleType|Name|Authority,Disgust and the Law,2004-11-12T13:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Nussbaum%2C%20Martha%20C.%20%28Martha%20Craven%29%2C%201947-,TRUE,Martha Nussbaum
True,"Fulcher, Jane F.","Fulcher, Jane F.",,PersonalName,n86001462,PersonalName|SimpleType|Name|Authority,"Renegotiating French Identity: Vichy's Collaboration, Incoherence, and Antigone's Triumph",2004-11-12T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Fulcher%2C%20Jane%20F.,TRUE,Jane F. Fulcher
True,"Gilliam, Bryan Randolph","Gilliam, Bryan Randolph",,PersonalName,n87135209,PersonalName|SimpleType|Name|Authority,Richard Strauss and the National Socialist Regime,2004-11-12T15:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Gilliam%2C%20Bryan%20Randolph,TRUE,Bryan Gilliam
True,"Wald, Patricia M.","Wald, Patricia M.",,PersonalName,no2004057204,PersonalName|SimpleType|Name|Authority,Some Kudos and Some Concerns about International Courts,2004-11-13T08:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Wald%2C%20Patricia%20M.,TRUE,Patricia M. Wald
True,"Bernard, Paul","Bernard, Paul",,PersonalName,n80042173,PersonalName|SimpleType|Name|Authority,Afghanistan: The Destruction of an Archaeological Heritage,2004-11-13T09:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Bernard%2C%20Paul,TRUE,Paul Bernard
True,"Hinds, Stephen","Hinds, Stephen","Hinds, Stephen E.",PersonalName,n86059593,PersonalName|SimpleType|Name|Authority,"Ovid, Time and Exile",2004-11-13T10:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Hinds%2C%20Stephen,TRUE,Stephen Hinds
True,"Rhodes, Frank Harold Trevor","Rhodes, Frank Harold Trevor",,PersonalName,n50044852,PersonalName|SimpleType|Name|Authority,Dedication: Edgar P. and Constance C. Richardson Hall,2004-11-13T12:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rhodes%2C%20Frank%20Harold%20Trevor,TRUE,Frank Harold Trevor Rhodes
True,"Evenson, Robert E. (Robert Eugene), 1934-","Evenson, Robert E. (Robert Eugene), 1934-",,PersonalName,n86052701,PersonalName|SimpleType|Name|Authority,Beating Malthus: The Green Revolution,2004-11-13T13:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Evenson%2C%20Robert%20E.%20%28Robert%20Eugene%29%2C%201934-,TRUE,Robert E. Evenson
True,"Naylor, Rosamond","Naylor, Rosamond",,PersonalName,no97071585,PersonalName|SimpleType|Name|Authority,Unleashing the Genius of the Genome to Feed the Developing World,2004-11-13T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Naylor%2C%20Rosamond,TRUE,Rosamond L. Naylor
True,"Herdt, Robert W., 1939-","Herdt, Robert W., 1939-",,PersonalName,n84011941,PersonalName|SimpleType|Name|Authority,"Treaties, Intellectual Property, Market Power and Food in the Developing World",2004-11-13T15:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Herdt%2C%20Robert%20W.%2C%201939-,TRUE,Robert W. Herdt
True,"Ruttan, Vernon W.","Ruttan, Vernon W.",,PersonalName,n50031765,PersonalName|SimpleType|Name|Authority,Scientific and Technical Constraints on Agricultural Production: Prospects for the Future,2004-11-13T16:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Ruttan%2C%20Vernon%20W.,TRUE,Vernon W. Ruttan
False,"Monroe, Nora",,,PersonalName,,,Presentation of Members Database,2005-04-28T10:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Monroe%2C%20Nora,TRUE,Nora Monroe
False,"Holben, Nanette",,,PersonalName,,,Presentation of Members Database,2005-04-28T10:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Holben%2C%20Nanette,TRUE,Nanette Holben
True,"Rhodes, Frank Harold Trevor","Rhodes, Frank Harold Trevor",,PersonalName,n50044852,PersonalName|SimpleType|Name|Authority,Admission of New Members,2005-04-28T11:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rhodes%2C%20Frank%20Harold%20Trevor,TRUE,Frank H.T. Rhodes
True,"Rhodes, Frank Harold Trevor","Rhodes, Frank Harold Trevor",,PersonalName,n50044852,PersonalName|SimpleType|Name|Authority,Introduction,2005-04-28T12:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rhodes%2C%20Frank%20Harold%20Trevor,TRUE,Frank H.T. Rhodes
True,"Meinwald, Jerrold, 1927-2018","Meinwald, Jerrold, 1927-2018",,PersonalName,n95039335,PersonalName|SimpleType|Name|Authority,Moderator's Remarks,2005-04-28T13:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Meinwald%2C%20Jerrold%2C%201927-2018,TRUE,Jerrold Meinwald
True,"Olivera, Baldomero T.","Olivera, Baldomero T.",,PersonalName,n82246307,PersonalName|SimpleType|Name|Authority,Using Deadly Cone Snails to Understand Nervous Systems,2005-04-28T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Olivera%2C%20Baldomero%20T.,TRUE,Baldomero (Toto) Olivera
False,"Stoddart, Fraser, 1942-","Stoddart, Fraser, 1942-2024",,PersonalName,no2013107255,PersonalName|SimpleType|Name|Authority,Nano Toys and Nano Art: How Fun and Beauty Inspire Chemical Creativity,2005-04-28T15:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Stoddart%2C%20Fraser%2C%201942-,TRUE,Fraser Stoddart
False,"Clardy, Jon",,,PersonalName,,,Discovery of New Compounds in Nature,2005-04-28T16:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Clardy%2C%20Jon,TRUE,Jon Clardy
True,"Whitesides, G. M.","Whitesides, G. M.",,PersonalName,n94001619,PersonalName|SimpleType|Name|Authority,Inventing Complexity From Molecules to Bubbles,2005-04-28T17:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Whitesides%2C%20G.%20M.,TRUE,George M. Whitesides
False,"Clardy, Jon",,,PersonalName,,,Panel Discussion,2005-04-28T18:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Clardy%2C%20Jon,TRUE,Jon Clardy
True,"Whitesides, G. M.","Whitesides, G. M.",,PersonalName,n94001619,PersonalName|SimpleType|Name|Authority,Panel Discussion,2005-04-28T18:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Whitesides%2C%20G.%20M.,TRUE,George M. Whitesides
True,"Rhodes, Frank Harold Trevor","Rhodes, Frank Harold Trevor",,PersonalName,n50044852,PersonalName|SimpleType|Name|Authority,Admission of New Members,2005-04-29T10:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rhodes%2C%20Frank%20Harold%20Trevor,TRUE,Frank H.T. Rhodes
True,"Washington, Warren M.","Washington, Warren M.",,PersonalName,n88059725,PersonalName|SimpleType|Name|Authority,20th and 21st Century Climate Change,2005-04-29T11:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Washington%2C%20Warren%20M.,TRUE,Warren M. Washington
True,"Jordan, Thomas H. (Thomas Hilman), 1948-","Jordan, Thomas H. (Thomas Hilman), 1948-",,PersonalName,n2008040327,PersonalName|SimpleType|Name|Authority,Earthquake Prediction: A Gambler's Game,2005-04-29T12:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Jordan%2C%20Thomas%20H.%20%28Thomas%20Hilman%29%2C%201948-,TRUE,Thomas H. Jordan
True,"Berg, Howard C., 1934-","Berg, Howard C., 1934-",,PersonalName,n83209490,PersonalName|SimpleType|Name|Authority,Marvels of Bacterial Behavior,2005-04-29T13:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Berg%2C%20Howard%20C.%2C%201934-,TRUE,Howard C. Berg
True,"Prince, Sue Ann","Prince, Sue Ann",,PersonalName,n90623997,PersonalName|SimpleType|Name|Authority,Treasures Revealed: 260 Years of Collecting at the American Philosophical Society,2005-04-29T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Prince%2C%20Sue%20Ann,TRUE,Sue Ann Prince
True,"Rhodes, Frank Harold Trevor","Rhodes, Frank Harold Trevor",,PersonalName,n50044852,PersonalName|SimpleType|Name|Authority,Admission of New Members,2005-04-29T15:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rhodes%2C%20Frank%20Harold%20Trevor,TRUE,Frank H.T. Rhodes
True,"Wood, Michael, 1936-","Wood, Michael, 1936-",,PersonalName,n50015134,PersonalName|SimpleType|Name|Authority,Found in Translation: Travels Between Languages,2005-04-29T16:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Wood%2C%20Michael%2C%201936-,TRUE,Michael Wood
True,"Middlekauff, Robert","Middlekauff, Robert",,PersonalName,n50031369,PersonalName|SimpleType|Name|Authority,Mark Twain's Humor - With Examples,2005-04-29T17:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Middlekauff%2C%20Robert,TRUE,Robert Middlekauff
True,"Sen, Amartya, 1933-","Sen, Amartya, 1933-",,PersonalName,n50012860,PersonalName|SimpleType|Name|Authority,Identity and the Violence of Illusion,2005-04-29T18:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Sen%2C%20Amartya%2C%201933-,TRUE,Amartya Sen
True,"Rhodes, Frank Harold Trevor","Rhodes, Frank Harold Trevor",,PersonalName,n50044852,PersonalName|SimpleType|Name|Authority,Admission of New Members,2005-04-30T10:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Rhodes%2C%20Frank%20Harold%20Trevor,TRUE,Frank H.T. Rhodes
True,"Findlen, Paula","Findlen, Paula",,PersonalName,n93019516,PersonalName|SimpleType|Name|Authority,Newtonianism for Ladies: Science in the Mirror of Enlightenment Society,2005-04-30T11:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Findlen%2C%20Paula,TRUE,Paula Findlen
True,"Humphrey, Caroline","Humphrey, Caroline","Humphrey, Caroline, 1943-",PersonalName,n82139394,PersonalName|SimpleType|Name|Authority,Life in Common and Russian Ideas About Freedom,2005-04-30T12:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Humphrey%2C%20Caroline,TRUE,Caroline Humphrey
True,"Oppenheimer, J. Robert, 1904-1967","Oppenheimer, J. Robert, 1904-1967",,PersonalName,n50005793,PersonalName|SimpleType|Name|Authority,"Atomic Weapons (November 16, 1945)",2005-04-30T13:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Oppenheimer%2C%20J.%20Robert%2C%201904-1967,TRUE,J. Robert Oppenheimer
True,"Dyson, Freeman J.","Dyson, Freeman J.",,PersonalName,n79056129,PersonalName|SimpleType|Name|Authority,"Atomic Weapons (November 16, 1945)",2005-04-30T13:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Dyson%2C%20Freeman%20J.,TRUE,Freeman J. Dyson
True,"Garwin, Richard L.","Garwin, Richard L.",,PersonalName,n84135318,PersonalName|SimpleType|Name|Authority,Living with Nuclear Weapons: Fifty Years and Counting,2005-04-30T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Garwin%2C%20Richard%20L.,TRUE,Richard L. Garwin
TRUE,Economics,Economics,,lcsh_topic,sh85040850,Topic|SimpleType|Authority,Policy Implications on Bounded Rationality,2003-11-14T11:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Economics,FALSE,
TRUE,Retirement,Retirement,Older people--Retirement,lcsh_topic,sh85113347,Topic|SimpleType|Authority,Policy Implications on Bounded Rationality,2003-11-14T11:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Retirement,FALSE,
TRUE,"Iraq, Politics and government",Iraq--Politics and government,,lcsh_topic,sh93003202,ComplexSubject|ComplexType|Authority,Contexts of Iraqi Looting,2003-11-14T13:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Iraq%2C%20Politics%20and%20government,FALSE,
TRUE,Looting,Pillage,Looting,lcsh_topic,sh85102139,Topic|SimpleType|Authority,Contexts of Iraqi Looting,2003-11-14T13:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Looting,FALSE,
TRUE,African American art,African American art,,lcsh_topic,sh85001790,Topic|SimpleType|Authority,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14T14:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=African%20American%20art,FALSE,
TRUE,Silhouettes,Silhouettes,,lcsh_topic,sh85122494,Topic|SimpleType|Authority,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14T14:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Silhouettes,FALSE,
TRUE,"Peale, Charles Willson, 1741-1827","Peale, Charles Willson, 1741-1827",,lcsh_name_personal,n80025860,PersonalName|SimpleType|Name|Authority,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Peale%2C%20Charles%20Willson%2C%201741-1827,FALSE,
TRUE,"Peale, Rembrandt, 1778-1860","Peale, Rembrandt, 1778-1860",,lcsh_name_personal,n85813460,PersonalName|SimpleType|Name|Authority,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14T14:00:00,https://id.loc.gov/authorities/names/suggest2/?q=Peale%2C%20Rembrandt%2C%201778-1860,FALSE,
TRUE,"Artists, United States",Artists--United States,,lcsh_topic,sh86003655,ComplexSubject|ComplexType|Authority,Expanding the Mainstream: Romare Bearden Revisited,2003-11-14T15:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Artists%2C%20United%20States,FALSE,
TRUE,African American art,African American art,,lcsh_topic,sh85001790,Topic|SimpleType|Authority,Expanding the Mainstream: Romare Bearden Revisited,2003-11-14T15:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=African%20American%20art,FALSE,
TRUE,Tissue culture,Tissue culture,,lcsh_topic,sh85135588,Topic|SimpleType|Authority,Regenerative Medicine and Tissue Engineering,2003-11-15T09:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Tissue%20culture,FALSE,
TRUE,Regenerative medicine,Regenerative medicine,,lcsh_topic,sh2008001685,Topic|SimpleType|Authority,Regenerative Medicine and Tissue Engineering,2003-11-15T09:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Regenerative%20medicine,FALSE,
TRUE,Stem cells,Stem cells,,lcsh_topic,sh85127923,Topic|SimpleType|Authority,Regenerative Medicine and Tissue Engineering,2003-11-15T09:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Stem%20cells,FALSE,
TRUE,"Sculpture, Greek","Sculpture, Greek",,lcsh_topic,sh85119089,Topic|SimpleType|Authority,The Study of Greek Sculpture in the 21st Century,2003-11-15T10:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Sculpture%2C%20Greek,FALSE,
TRUE,Historiography,Historiography,History--Historiography,lcsh_topic,sh00006046,Topic|SimpleType|Authority,The Study of Greek Sculpture in the 21st Century,2003-11-15T10:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Historiography,FALSE,
TRUE,Obelisks,Obelisks,,lcsh_topic,sh85093636,Topic|SimpleType|Authority,Megalithomania: Obelisks and Empire in Papal Rome,2003-11-15T11:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Obelisks,FALSE,
TRUE,DNA,DNA,,lcsh_topic,sh85037008,Topic|SimpleType|Authority,Evolution of Retroviruses: Fossils in our DNA,2003-11-15T12:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=DNA,FALSE,
TRUE,Retroviruses,Retroviruses,,lcsh_topic,sh85113381,Topic|SimpleType|Authority,Evolution of Retroviruses: Fossils in our DNA,2003-11-15T12:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Retroviruses,FALSE,
TRUE,Xenotransplantation,Xenografts,Xenotransplantation,lcsh_topic,sh85148789,Topic|SimpleType|Authority,"Circe, Cassandra and Trojan Pigs: Xenotransplantation",2003-11-15T13:00:00,https://id.loc.gov/authorities/subjects/suggest2/?q=Xenotransplantation,FALSE,
