headings_match,orig_heading,aLabel,loc_id,url,talk_title,talk_date,order_in_day,is_speaker,display_name
True,Iraq--History--To 634,Iraq--History--To 634,sh85067942,http://id.loc.gov/authorities/sh85067942,Contexts of Iraqi Looting,2003-11-14,6,False,
True,Iraq--Civilization--To 634,Iraq--Civilization--To 634,sh85067938,http://id.loc.gov/authorities/sh85067938,Ancient Mesopotamia: An Antique Land and a Ravaged Past,2003-11-14,5,False,
True,Iraq--Civilization--To 634,Iraq--Civilization--To 634,sh85067938,http://id.loc.gov/authorities/sh85067938,Contexts of Iraqi Looting,2003-11-14,6,False,
True,"Iraq War, 2003-2011","Iraq War, 2003-2011",sh2003003059,http://id.loc.gov/authorities/sh2003003059,Ancient Mesopotamia: An Antique Land and a Ravaged Past,2003-11-14,5,False,
True,"Iraq War, 2003-2011","Iraq War, 2003-2011",sh2003003059,http://id.loc.gov/authorities/sh2003003059,Contexts of Iraqi Looting,2003-11-14,6,False,
True,Pillage,Pillage,sh85102139,http://id.loc.gov/authorities/sh85102139,Ancient Mesopotamia: An Antique Land and a Ravaged Past,2003-11-14,5,False,
True,Pillage,Pillage,sh85102139,http://id.loc.gov/authorities/sh85102139,Contexts of Iraqi Looting,2003-11-14,6,False,
True,"Adams, Robert McC. (Robert McCormick), 1926-2018","Adams, Robert McC. (Robert McCormick), 1926-2018",n80060315,http://id.loc.gov/authorities/n80060315,Contexts of Iraqi Looting,2003-11-14,6,True,Robert McCormick Adams
True,"Shaw, Gwendolyn DuBois","Shaw, Gwendolyn DuBois, 1968-",n2004007524,http://id.loc.gov/authorities/n2004007524,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14,7,True,Gwendolyn DuBois Shaw
True,African American art,African American art,sh85001790,http://id.loc.gov/authorities/sh85001790,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14,7,False,
True,African American art,African American art,sh85001790,http://id.loc.gov/authorities/sh85001790,Expanding the Mainstream: Romare Bearden Revisited,2003-11-14,8,False,
True,Silhouettes,Silhouettes,sh85122494,http://id.loc.gov/authorities/sh85122494,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14,7,False,
False,"Williams, Moses, 1777-ca. 1825",,,,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14,7,False,
True,"Peale, Charles Willson, 1741-1827","Peale, Charles Willson, 1741-1827",n80025860,http://id.loc.gov/authorities/n80025860,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14,7,False,
True,"Peale, Rembrandt, 1778-1860","Peale, Rembrandt, 1778-1860",n85813460,http://id.loc.gov/authorities/n85813460,Portraiture and the Development of African American Identity in the 19th Century,2003-11-14,7,False,
True,"Fine, Ruth, 1941-","Fine, Ruth, 1941-",n81018660,http://id.loc.gov/authorities/n81018660,Expanding the Mainstream: Romare Bearden Revisited,2003-11-14,8,True,Ruth Fine
True,"Artists, United States",Artists--United States,sh86003655,http://id.loc.gov/authorities/sh86003655,Expanding the Mainstream: Romare Bearden Revisited,2003-11-14,8,False,
False,"Bearden, Romare Howard, 1914-1988",,,,Expanding the Mainstream: Romare Bearden Revisited,2003-11-14,8,False,
True,"Vacanti, Joseph","Vacanti, Joseph",nr00025693,http://id.loc.gov/authorities/nr00025693,Regenerative Medicine and Tissue Engineering,2003-11-15,1,True,Joseph P. Vacanti
True,Tissue culture,Tissue culture,sh85135588,http://id.loc.gov/authorities/sh85135588,Regenerative Medicine and Tissue Engineering,2003-11-15,1,False,
True,Regenerative medicine,Regenerative medicine,sh2008001685,http://id.loc.gov/authorities/sh2008001685,Regenerative Medicine and Tissue Engineering,2003-11-15,1,False,
True,Stem cells,Stem cells,sh85127923,http://id.loc.gov/authorities/sh85127923,Regenerative Medicine and Tissue Engineering,2003-11-15,1,False,
True,Stem cells,Stem cells,sh85127923,http://id.loc.gov/authorities/sh85127923,"Cell Science, Stem Cell Plasticity, and Stem Cell Politics",2004-04-23,6,False,
True,"Ridgway, Brunilde Sismondo, 1929-","Ridgway, Brunilde Sismondo, 1929-",n79134904,http://id.loc.gov/authorities/n79134904,The Study of Greek Sculpture in the 21st Century,2003-11-15,2,True,Brunilde S. Ridgway
True,"Sculpture, Greek","Sculpture, Greek",sh85119089,http://id.loc.gov/authorities/sh85119089,The Study of Greek Sculpture in the 21st Century,2003-11-15,2,False,
True,"Collins, Jeffrey Laird","Collins, Jeffrey Laird",nr97008806,http://id.loc.gov/authorities/nr97008806,Megalithomania: Obelisks and Empire in Papal Rome,2003-11-15,3,True,Jeffrey Collins
True,Obelisks,Obelisks,sh85093636,http://id.loc.gov/authorities/sh85093636,Megalithomania: Obelisks and Empire in Papal Rome,2003-11-15,3,False,
True,Vatican City,Vatican City,n80053295,http://id.loc.gov/authorities/n80053295,Megalithomania: Obelisks and Empire in Papal Rome,2003-11-15,3,False,
False,Ancient Romans,Ancient Romans,dg2017060109,http://id.loc.gov/authorities/dg2017060109,Megalithomania: Obelisks and Empire in Papal Rome,2003-11-15,3,False,
True,Rome (Italy),Rome (Italy),n79018704,http://id.loc.gov/authorities/n79018704,Megalithomania: Obelisks and Empire in Papal Rome,2003-11-15,3,False,
True,Rome (Italy),Rome (Italy),n79018704,http://id.loc.gov/authorities/n79018704,The Roman Republic in the Italian Renaissance,2011-04-29,7,False,
False,"Coffin, John Miller, 1944-",,,,Evolution of Retroviruses: Fossils in our DNA,2003-11-15,4,True,John M. Coffin
True,DNA,DNA,sh85037008,http://id.loc.gov/authorities/sh85037008,Evolution of Retroviruses: Fossils in our DNA,2003-11-15,4,False,
True,Retroviruses,Retroviruses,sh85113381,http://id.loc.gov/authorities/sh85113381,Evolution of Retroviruses: Fossils in our DNA,2003-11-15,4,False,
True,Retroviruses,Retroviruses,sh85113381,http://id.loc.gov/authorities/sh85113381,"Circe, Cassandra and Trojan Pigs: Xenotransplantation",2003-11-15,5,False,
True,Retroviruses,Retroviruses,sh85113381,http://id.loc.gov/authorities/sh85113381,Can Persisting Viruses Drive Human Evolution?,2003-11-15,6,False,
True,"Weiss, Robin","Weiss, Robin",n82054548,http://id.loc.gov/authorities/n82054548,"Circe, Cassandra and Trojan Pigs: Xenotransplantation",2003-11-15,5,True,Robin A. Weiss
True,"Weiss, Robin","Weiss, Robin",n82054548,http://id.loc.gov/authorities/n82054548,Induction of New Members,2019-04-25,1,False,
True,Xenotransplantation,Xenografts,sh85148789,http://id.loc.gov/authorities/sh85148789,"Circe, Cassandra and Trojan Pigs: Xenotransplantation",2003-11-15,5,False,
True,Microbiology,Microbiology,sh85084783,http://id.loc.gov/authorities/sh85084783,"Circe, Cassandra and Trojan Pigs: Xenotransplantation",2003-11-15,5,False,
True,Microbiology,Microbiology,sh85084783,http://id.loc.gov/authorities/sh85084783,Marvels of Bacterial Behavior,2005-04-29,4,False,
True,"Villarreal, Luis P.","Villarreal, Luis P.",n88185161,http://id.loc.gov/authorities/n88185161,Can Persisting Viruses Drive Human Evolution?,2003-11-15,6,True,Luis P. Villarreal
True,Viruses,Viruses,sh85143833,http://id.loc.gov/authorities/sh85143833,Can Persisting Viruses Drive Human Evolution?,2003-11-15,6,False,
True,Viral genetics,Viral genetics,sh85143730,http://id.loc.gov/authorities/sh85143730,Can Persisting Viruses Drive Human Evolution?,2003-11-15,6,False,
True,"Bear, Greg, 1951-","Bear, Greg, 1951-2022",n82118842,http://id.loc.gov/authorities/n82118842,When Genes Go Walkabout: Viruses in the Blueprint,2003-11-15,7,True,Greg Bear
True,Evolution,Evolution,sh85046029,http://id.loc.gov/authorities/sh85046029,When Genes Go Walkabout: Viruses in the Blueprint,2003-11-15,7,False,
True,Evolution,Evolution,sh85046029,http://id.loc.gov/authorities/sh85046029,Using Deadly Cone Snails to Understand Nervous Systems,2005-04-28,5,False,
True,Evolution,Evolution,sh85046029,http://id.loc.gov/authorities/sh85046029,A Man for All Seasons: A Museum for All People and All Time,2009-4-25,1,False,
True,Evolution,Evolution,sh85046029,http://id.loc.gov/authorities/sh85046029,Why Are There So Many Kinds of Leaves?,2019-04-26,4,False,
True,Punctuated equilibrium (Evolution),Punctuated equilibrium (Evolution),sh93009460,http://id.loc.gov/authorities/sh93009460,When Genes Go Walkabout: Viruses in the Blueprint,2003-11-15,7,False,
True,Bacteria,Bacteria,sh85010813,http://id.loc.gov/authorities/sh85010813,When Genes Go Walkabout: Viruses in the Blueprint,2003-11-15,7,False,
True,Bacteria,Bacteria,sh85010813,http://id.loc.gov/authorities/sh85010813,Small Talk: Cell-to-Cell Communication in Bacteria,2008-04-25,7,False,
True,Bacteriophages,Bacteriophages,sh85010874,http://id.loc.gov/authorities/sh85010874,When Genes Go Walkabout: Viruses in the Blueprint,2003-11-15,7,False,
True,"Rudwick, M. J. S.","Rudwick, M. J. S.",n80014396,http://id.loc.gov/authorities/n80014396,Picturing Nature in the Age of Enlightenment,2004-04-22,1,True,Martin Rudwick
True,"Natural history, History, 18th century",Natural history--History,sh2010103440,http://id.loc.gov/authorities/sh2010103440,Picturing Nature in the Age of Enlightenment,2004-04-22,1,False,
True,Enlightenment,Enlightenment,sh85044032,http://id.loc.gov/authorities/sh85044032,Picturing Nature in the Age of Enlightenment,2004-04-22,1,False,
True,Enlightenment,Enlightenment,sh85044032,http://id.loc.gov/authorities/sh85044032,Newtonianism for Ladies: Science in the Mirror of Enlightenment Society,2005-04-30,2,False,
True,"Nichols, Ashton, 1953-","Nichols, Ashton, 1953-",n85162401,http://id.loc.gov/authorities/n85162401,Roaring Alligators and Burning Tygers: Poetry and Science from William Bartram to Charles Darwin,2004-04-22,2,True,Ashton Nichols
False,"Natural history, United States, History, 18th century",,,,Roaring Alligators and Burning Tygers: Poetry and Science from William Bartram to Charles Darwin,2004-04-22,2,False,
False,"Natural history, United States, History, 19th century",,,,Roaring Alligators and Burning Tygers: Poetry and Science from William Bartram to Charles Darwin,2004-04-22,2,False,
True,Literature and science,Literature and science,sh85077571,http://id.loc.gov/authorities/sh85077571,Roaring Alligators and Burning Tygers: Poetry and Science from William Bartram to Charles Darwin,2004-04-22,2,False,
True,"Schiebinger, Londa L.","Schiebinger, Londa L.",n88637871,http://id.loc.gov/authorities/n88637871,Agnotology and Exotic Abortifacients: The Cultural Production of Ignorance in Eighteenth-Century Science,2004-04-22,3,True,Londa Schiebinger
True,Scientific expeditions,Scientific expeditions,sh85118684,http://id.loc.gov/authorities/sh85118684,Agnotology and Exotic Abortifacients: The Cultural Production of Ignorance in Eighteenth-Century Science,2004-04-22,3,False,
True,Women explorers,Women explorers,n2003068370,http://id.loc.gov/authorities/n2003068370,Agnotology and Exotic Abortifacients: The Cultural Production of Ignorance in Eighteenth-Century Science,2004-04-22,3,False,
True,Women in science,Women in science,sh85147604,http://id.loc.gov/authorities/sh85147604,Agnotology and Exotic Abortifacients: The Cultural Production of Ignorance in Eighteenth-Century Science,2004-04-22,3,False,
True,Women in science,Women in science,sh85147604,http://id.loc.gov/authorities/sh85147604,Newtonianism for Ladies: Science in the Mirror of Enlightenment Society,2005-04-30,2,False,
True,Women in science,Women in science,sh85147604,http://id.loc.gov/authorities/sh85147604,Women and Mathematics at the Institute for Advanced Study,2008-11-13,3,False,
True,"Botany, History, 18th century",Botany--History,sh2007102107,http://id.loc.gov/authorities/sh2007102107,Agnotology and Exotic Abortifacients: The Cultural Production of Ignorance in Eighteenth-Century Science,2004-04-22,3,False,
False,"Abortion, History",Documentary history of the legal aspects of abortion in the United States,n2003114684,http://id.loc.gov/authorities/n2003114684,Agnotology and Exotic Abortifacients: The Cultural Production of Ignorance in Eighteenth-Century Science,2004-04-22,3,False,
False,"Wilson, Edward Osborne, 1929-",,,,"The Linnaean Enterprise: Past, Present and Future",2004-04-22,4,True,Edward O. Wilson
True,"Botany, Classification, 18th Century",Plants--Classification,sh85015982,http://id.loc.gov/authorities/sh85015982,"The Linnaean Enterprise: Past, Present and Future",2004-04-22,4,False,
True,"Linné, Carl von, 1707-1778","Linné, Carl von, 1707-1778",n79109333,http://id.loc.gov/authorities/n79109333,"The Linnaean Enterprise: Past, Present and Future",2004-04-22,4,False,
True,"Katz, Stanley Nider","Katz, Stanley Nider",n50044666,http://id.loc.gov/authorities/n50044666,"What Does it Mean to Say that Philanthropy is ""Effective""",2004-04-23,1,True,Stanley N. Katz
True,Social service,Social service,sh85124049,http://id.loc.gov/authorities/sh85124049,"What Does it Mean to Say that Philanthropy is ""Effective""",2004-04-23,1,False,
True,Social service,Social service,sh85124049,http://id.loc.gov/authorities/sh85124049,Taking the Heart Out of Philanthropy,2004-04-23,2,False,
False,"Brest, Paul A, 1940-",,,,Taking the Heart Out of Philanthropy,2004-04-23,2,True,Paul Brest
True,"Pollak, Louis H.","Pollak, Louis H.",n97116766,http://id.loc.gov/authorities/n97116766,Introduction,2004-04-23,3,True,Louis H. Pollak
True,"Segregation in education, United States",Segregation in education--United States,sh85119592,http://id.loc.gov/authorities/sh85119592,Introduction,2004-04-23,3,False,
True,"Segregation in education, United States",Segregation in education--United States,sh85119592,http://id.loc.gov/authorities/sh85119592,"Truths Which, Fortunately, Were Self-Evident",2004-04-23,4,False,
True,"Segregation in education, United States",Segregation in education--United States,sh85119592,http://id.loc.gov/authorities/sh85119592,Brown v. Board of Education Overseas,2004-04-23,5,False,
True,"Segregation in education, Law and legislation",Segregation in education--Law and legislation,sh85119591,http://id.loc.gov/authorities/sh85119591,Introduction,2004-04-23,3,False,
True,"Segregation in education, Law and legislation",Segregation in education--Law and legislation,sh85119591,http://id.loc.gov/authorities/sh85119591,"Truths Which, Fortunately, Were Self-Evident",2004-04-23,4,False,
True,"Segregation in education, Law and legislation",Segregation in education--Law and legislation,sh85119591,http://id.loc.gov/authorities/sh85119591,Brown v. Board of Education Overseas,2004-04-23,5,False,
True,"Race discrimination, United States, History, 20th century",Race discrimination--United States--History,sh2010109263,http://id.loc.gov/authorities/sh2010109263,Introduction,2004-04-23,3,False,
True,"Race discrimination, United States, History, 20th century",Race discrimination--United States--History,sh2010109263,http://id.loc.gov/authorities/sh2010109263,"Truths Which, Fortunately, Were Self-Evident",2004-04-23,4,False,
True,"Race discrimination, United States, History, 20th century",Race discrimination--United States--History,sh2010109263,http://id.loc.gov/authorities/sh2010109263,Brown v. Board of Education Overseas,2004-04-23,5,False,
False,United States. Supreme Court--History,,,,Introduction,2004-04-23,3,False,
False,United States. Supreme Court--History,,,,John Marshall Was Not the First Chief Justice and Why Diamonds Really are a Girl’s Best Friend,2007-11-8,1,False,
True,"Coleman, William T. (William Thaddeus), 1920-2017","Coleman, William T. (William Thaddeus), 1920-2017",n94072646,http://id.loc.gov/authorities/n94072646,"Truths Which, Fortunately, Were Self-Evident",2004-04-23,4,True,"William T. Coleman, Jr."
True,"Lester, Anthony, 1936-","Lester, Anthony, 1936-2020",nb99074103,http://id.loc.gov/authorities/nb99074103,Brown v. Board of Education Overseas,2004-04-23,5,True,Anthony Lester
True,Human rights,Human rights,sh85026379,http://id.loc.gov/authorities/sh85026379,Brown v. Board of Education Overseas,2004-04-23,5,False,
True,Human rights,Human rights,sh85026379,http://id.loc.gov/authorities/sh85026379,Franz Boas and His “Conspiracy” to Destroy the White Race,2008-04-25,2,False,
True,Human rights,Human rights,sh85026379,http://id.loc.gov/authorities/sh85026379,The Model International Mobility Convention: Beyond Migrants and Refugees,2019-04-27,2,False,
True,"Weissman, Irving L.","Weissman, Irving L.",n79078566,http://id.loc.gov/authorities/n79078566,"Cell Science, Stem Cell Plasticity, and Stem Cell Politics",2004-04-23,6,True,Irving Weissman
True,Bioethics,Bioethics,sh85014136,http://id.loc.gov/authorities/sh85014136,"Cell Science, Stem Cell Plasticity, and Stem Cell Politics",2004-04-23,6,False,
True,"Vita-Finzi, Claudio","Vita-Finzi, Claudio",n50013483,http://id.loc.gov/authorities/n50013483,The Inconstant Sun,2004-04-23,7,True,Claudio Vita-Finzi
True,"Vita-Finzi, Claudio","Vita-Finzi, Claudio",n50013483,http://id.loc.gov/authorities/n50013483,Introduction,2008-11-14,2,True,Claudio Vita-Finzi
True,"Vita-Finzi, Claudio","Vita-Finzi, Claudio",n50013483,http://id.loc.gov/authorities/n50013483,A Perfect Solar Storm,2015-11-14,2,True,Claudio Vita-Finzi
True,"Sun, Observations",Sun--Observations,sh85130476,http://id.loc.gov/authorities/sh85130476,The Inconstant Sun,2004-04-23,7,False,
True,"Heaney, Seamus, 1939-2013","Heaney, Seamus, 1939-2013",n79099140,http://id.loc.gov/authorities/n79099140,Title Deeds: On Translating a Classic,2004-04-23,8,True,Seamus Heaney
False,"Ireland, Social condition",Ireland--Social conditions--1973-,sh96007748,http://id.loc.gov/authorities/sh96007748,Title Deeds: On Translating a Classic,2004-04-23,8,False,
True,"Ireland, Politics and government",Ireland--Politics and government,sh85068032,http://id.loc.gov/authorities/sh85068032,Title Deeds: On Translating a Classic,2004-04-23,8,False,
True,Sophocles,Sophocles,n79127755,http://id.loc.gov/authorities/n79127755,Title Deeds: On Translating a Classic,2004-04-23,8,False,
True,Antigone,Antigone,no2007050342,http://id.loc.gov/authorities/no2007050342,Title Deeds: On Translating a Classic,2004-04-23,8,False,
True,Antigone,Antigone,no2007050342,http://id.loc.gov/authorities/no2007050342,"Renegotiating French Identity: Vichy's Collaboration, Incoherence, and Antigone's Triumph",2004-11-12,7,False,
True,"Sullivan, Kathleen M., 1955-","Sullivan, Kathleen M., 1955-",n97025747,http://id.loc.gov/authorities/n97025747,Privacy and the Constitution,2004-04-24,1,True,Kathleen Sullivan
True,"Sullivan, Kathleen M., 1955-","Sullivan, Kathleen M., 1955-",n97025747,http://id.loc.gov/authorities/n97025747,The Affordable Healthcare Case and the U.S. Supreme Court,2012-11-09,2,True,Kathleen Sullivan
True,"Privacy, Right of","Privacy, Right of",sh85107029,http://id.loc.gov/authorities/sh85107029,Privacy and the Constitution,2004-04-24,1,False,
True,"Privacy, Right of","Privacy, Right of",sh85107029,http://id.loc.gov/authorities/sh85107029,The Code of Privacy,2004-04-24,2,False,
True,"Privacy, Right of","Privacy, Right of",sh85107029,http://id.loc.gov/authorities/sh85107029,The Silver Bullet: Protecting Privacy and Security Through Law and Technology,2004-04-24,3,False,
True,"Privacy, Right of","Privacy, Right of",sh85107029,http://id.loc.gov/authorities/sh85107029,Face to Face with It: Privacies of Health,2004-04-24,4,False,
True,United States. Constitution. 4th Amendment,United States. Constitution. 4th Amendment,n82084355,http://id.loc.gov/authorities/n82084355,Privacy and the Constitution,2004-04-24,1,False,
True,United States. Constitution. 4th Amendment,United States. Constitution. 4th Amendment,n82084355,http://id.loc.gov/authorities/n82084355,The Code of Privacy,2004-04-24,2,False,
True,United States. Constitution. 4th Amendment,United States. Constitution. 4th Amendment,n82084355,http://id.loc.gov/authorities/n82084355,The Silver Bullet: Protecting Privacy and Security Through Law and Technology,2004-04-24,3,False,
True,United States. Constitution. 4th Amendment,United States. Constitution. 4th Amendment,n82084355,http://id.loc.gov/authorities/n82084355,Face to Face with It: Privacies of Health,2004-04-24,4,False,
True,"Lessig, Lawrence","Lessig, Lawrence",no99044097,http://id.loc.gov/authorities/no99044097,The Code of Privacy,2004-04-24,2,True,Lawrence Lessig
True,Internet,Internet,sh92002816,http://id.loc.gov/authorities/sh92002816,The Code of Privacy,2004-04-24,2,False,
True,Internet,Internet,sh92002816,http://id.loc.gov/authorities/sh92002816,In the Garrets and Rat Holes of Old Houses: How Objects Make History,2009-4-23,2,False,
True,Internet,Internet,sh92002816,http://id.loc.gov/authorities/sh92002816,Political Equality in America: The Impact of the Internet,2009-4-23,3,False,
True,"Data protection, Law and legislation",Data protection--Law and legislation,sh93000189,http://id.loc.gov/authorities/sh93000189,The Code of Privacy,2004-04-24,2,False,
True,"Rosen, Jeffrey, 1964-","Rosen, Jeffrey, 1964-",n99281873,http://id.loc.gov/authorities/n99281873,The Silver Bullet: Protecting Privacy and Security Through Law and Technology,2004-04-24,3,True,Jeffrey Rosen
True,"Data protection, Law and legislation, United States",Data protection--Law and legislation--United States,sh2008102020,http://id.loc.gov/authorities/sh2008102020,The Silver Bullet: Protecting Privacy and Security Through Law and Technology,2004-04-24,3,False,
True,"Data protection, Law and legislation, United States",Data protection--Law and legislation--United States,sh2008102020,http://id.loc.gov/authorities/sh2008102020,Face to Face with It: Privacies of Health,2004-04-24,4,False,
True,"Allen, Anita L., 1953-","Allen, Anita L., 1953-",n87875521,http://id.loc.gov/authorities/n87875521,Face to Face with It: Privacies of Health,2004-04-24,4,True,Anita L. Allen
True,Medical policy,Medical policy,sh85083002,http://id.loc.gov/authorities/sh85083002,Face to Face with It: Privacies of Health,2004-04-24,4,False,
True,"Ronda, James P., 1943-","Ronda, James P., 1943-",n78030635,http://id.loc.gov/authorities/n78030635,"""To Acquire What Knolege You Can"": Thomas Jefferson Defines Western Exploration",2004-11-12,1,True,James P. Ronda
True,Discoveries in geography,Discoveries in geography,sh85038366,http://id.loc.gov/authorities/sh85038366,"""To Acquire What Knolege You Can"": Thomas Jefferson Defines Western Exploration",2004-11-12,1,False,
True,Lewis and Clark Expedition (1804-1806),Lewis and Clark Expedition (1804-1806),n84018492,http://id.loc.gov/authorities/n84018492,"""To Acquire What Knolege You Can"": Thomas Jefferson Defines Western Exploration",2004-11-12,1,False,
True,Lewis and Clark Expedition (1804-1806),Lewis and Clark Expedition (1804-1806),n84018492,http://id.loc.gov/authorities/n84018492,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12,2,False,
True,Lewis and Clark Expedition (1804-1806),Lewis and Clark Expedition (1804-1806),n84018492,http://id.loc.gov/authorities/n84018492,Picturing the Nineteenth-Century West,2004-11-12,3,False,
True,"Jefferson, Thomas, 1743-1826","Jefferson, Thomas, 1743-1826",n79089957,http://id.loc.gov/authorities/n79089957,"""To Acquire What Knolege You Can"": Thomas Jefferson Defines Western Exploration",2004-11-12,1,False,
True,"Jefferson, Thomas, 1743-1826","Jefferson, Thomas, 1743-1826",n79089957,http://id.loc.gov/authorities/n79089957,Introduction,2010-04-22,2,False,
True,"Jefferson, Thomas, 1743-1826","Jefferson, Thomas, 1743-1826",n79089957,http://id.loc.gov/authorities/n79089957,"""An Irreparable Misfortune Has Deprived Me of Them"": Thomas Jefferson's Indian Vocabularies",2010-04-22,3,False,
True,"Jefferson, Thomas, 1743-1826","Jefferson, Thomas, 1743-1826",n79089957,http://id.loc.gov/authorities/n79089957,"The ""Great Claw"" and the Science of Thomas Jefferson",2010-04-22,4,False,
True,"Jefferson, Thomas, 1743-1826","Jefferson, Thomas, 1743-1826",n79089957,http://id.loc.gov/authorities/n79089957,"Pioneering APS Paleontologists Jefferson, Darwin, and Walcott: The Known History of Life, Then and Now",2018-04-28,5,False,
True,"Allen, John Logan, 1941-","Allen, John Logan, 1941-",n89643589,http://id.loc.gov/authorities/n89643589,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12,2,True,John Logan Allen
True,"Allen, John Logan, 1941-","Allen, John Logan, 1941-",n89643589,http://id.loc.gov/authorities/n89643589,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12,2,False,
True,"Oberg, Barbara","Oberg, Barbara",n81083506,http://id.loc.gov/authorities/n81083506,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12,2,True,Barbara Oberg
True,Fur trade,Fur trade,sh85052495,http://id.loc.gov/authorities/sh85052495,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12,2,False,
True,Cartography,Cartography,sh85020515,http://id.loc.gov/authorities/sh85020515,Legacies of Lewis and Clark: The Immediate Response of the American Fur Trade,2004-11-12,2,False,
True,Cartography,Cartography,sh85020515,http://id.loc.gov/authorities/sh85020515,A Young Man from “Ultima Thule” Visits Jefferson: Alexander von Humboldt in Philadelphia and Washington,2009-11-14,4,False,
True,"Sandweiss, Martha A.","Sandweiss, Martha A.",n78053343,http://id.loc.gov/authorities/n78053343,Picturing the Nineteenth-Century West,2004-11-12,3,True,Martha A. Sandweiss
True,"Photography, United States, 19th century",Photography--United States,sh92001208,http://id.loc.gov/authorities/sh92001208,Picturing the Nineteenth-Century West,2004-11-12,3,False,
False,West (U.S.)--Exploration,West (U.S.)--Discovery and exploration--Juvenile literature,sh2008117418,http://id.loc.gov/authorities/sh2008117418,Picturing the Nineteenth-Century West,2004-11-12,3,False,
